Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Review,Positive,Neutral,Negative,Compound,Sentiment
ID1323,Martha,2021-01-24,14:47:02,Technical Support,Y,Y,96.0,00:04:30,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1324,Greg,2021-01-24,14:47:02,Streaming,Y,N,110.0,00:05:03,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1325,Dan,2021-01-24,15:48:58,Payment related,Y,Y,116.0,00:03:39,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1326,Dan,2021-01-24,15:48:58,Payment related,Y,Y,14.0,00:06:11,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1327,Stewart,2021-01-24,15:59:02,Admin Support,Y,Y,53.0,00:06:01,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1328,Joe,2021-01-24,15:59:02,Streaming,Y,Y,37.0,00:04:49,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1329,Greg,2021-01-24,16:01:55,Admin Support,Y,Y,68.0,00:00:43,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1330,Greg,2021-01-24,16:01:55,Streaming,Y,Y,43.0,00:03:10,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1331,Greg,2021-01-24,16:45:07,Technical Support,Y,Y,19.0,00:02:21,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1332,Stewart,2021-01-24,16:45:07,Technical Support,Y,Y,47.0,00:04:26,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1333,Becky,2021-01-24,17:16:48,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1334,Greg,2021-01-24,17:16:48,Payment related,Y,Y,84.0,00:06:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1335,Jim,2021-01-24,17:25:26,Payment related,Y,Y,17.0,00:02:35,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1336,Becky,2021-01-24,17:25:26,Payment related,Y,Y,116.0,00:01:17,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1337,Diane,2021-01-24,17:54:14,Admin Support,Y,Y,22.0,00:01:46,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1338,Jim,2021-01-24,17:54:14,Technical Support,Y,Y,10.0,00:06:13,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1339,Dan,2021-01-25,09:15:50,Streaming,Y,Y,76.0,00:01:32,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1340,Joe,2021-01-25,09:15:50,Payment related,Y,Y,104.0,00:06:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1341,Jim,2021-01-25,09:25:55,Streaming,Y,Y,44.0,00:06:50,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1342,Jim,2021-01-25,09:25:55,Admin Support,Y,Y,24.0,00:03:40,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1343,Dan,2021-01-25,09:33:07,Technical Support,Y,Y,40.0,00:06:57,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1344,Becky,2021-01-25,09:33:07,Payment related,Y,Y,57.0,00:05:45,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1345,Stewart,2021-01-25,09:37:26,Technical Support,Y,Y,19.0,00:06:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1346,Martha,2021-01-25,09:37:26,Streaming,Y,Y,55.0,00:06:35,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1347,Martha,2021-01-25,10:10:34,Contract related,Y,Y,102.0,00:05:13,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1348,Joe,2021-01-25,10:10:34,Payment related,Y,N,123.0,00:00:38,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1349,Diane,2021-01-25,10:27:50,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1350,Joe,2021-01-25,10:27:50,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1351,Joe,2021-01-25,10:42:14,Streaming,Y,Y,115.0,00:05:58,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1352,Dan,2021-01-25,10:42:14,Technical Support,Y,Y,53.0,00:06:05,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1353,Diane,2021-01-25,11:03:50,Technical Support,Y,Y,61.0,00:02:05,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1354,Diane,2021-01-25,11:03:50,Technical Support,Y,Y,99.0,00:05:33,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1355,Greg,2021-01-25,11:42:43,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1356,Greg,2021-01-25,11:42:43,Payment related,Y,N,57.0,00:02:26,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1357,Diane,2021-01-25,11:48:29,Contract related,Y,Y,24.0,00:04:43,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1358,Stewart,2021-01-25,11:48:29,Contract related,Y,Y,75.0,00:01:43,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1359,Joe,2021-01-25,11:54:14,Contract related,Y,Y,72.0,00:05:31,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1360,Stewart,2021-01-25,11:54:14,Payment related,Y,Y,73.0,00:03:14,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1361,Martha,2021-01-25,11:54:14,Payment related,Y,N,105.0,00:03:05,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1362,Greg,2021-01-25,11:54:14,Technical Support,Y,Y,75.0,00:03:45,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1363,Becky,2021-01-25,12:00:00,Payment related,Y,Y,29.0,00:04:49,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1364,Stewart,2021-01-25,12:00:00,Technical Support,Y,Y,41.0,00:01:43,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1365,Martha,2021-01-25,12:10:05,Admin Support,Y,Y,93.0,00:03:11,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1366,Jim,2021-01-25,12:10:05,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1367,Dan,2021-01-25,12:12:58,Admin Support,Y,Y,73.0,00:05:35,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1368,Stewart,2021-01-25,12:12:58,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1369,Greg,2021-01-25,12:18:43,Payment related,Y,Y,112.0,00:01:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1370,Diane,2021-01-25,12:18:43,Payment related,Y,Y,37.0,00:05:39,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1371,Greg,2021-01-25,12:21:36,Contract related,Y,Y,59.0,00:05:50,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1372,Jim,2021-01-25,12:21:36,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1373,Becky,2021-01-25,12:21:36,Technical Support,Y,Y,56.0,00:01:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1374,Greg,2021-01-25,12:21:36,Contract related,Y,Y,56.0,00:05:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1375,Jim,2021-01-25,12:43:12,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1376,Stewart,2021-01-25,12:43:12,Admin Support,Y,Y,43.0,00:06:30,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1377,Dan,2021-01-25,12:53:17,Payment related,Y,Y,80.0,00:06:09,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1378,Jim,2021-01-25,12:53:17,Admin Support,Y,Y,66.0,00:06:03,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1379,Becky,2021-01-25,14:11:02,Contract related,Y,Y,54.0,00:04:11,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1380,Joe,2021-01-25,14:11:02,Streaming,Y,Y,94.0,00:05:03,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1381,Becky,2021-01-25,14:11:02,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1382,Martha,2021-01-25,14:11:02,Streaming,Y,Y,24.0,00:04:04,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1383,Diane,2021-01-25,14:12:29,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1384,Martha,2021-01-25,14:12:29,Contract related,Y,Y,108.0,00:06:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1385,Joe,2021-01-25,14:26:53,Payment related,Y,Y,106.0,00:00:54,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1386,Joe,2021-01-25,14:26:53,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1387,Becky,2021-01-25,14:34:05,Payment related,Y,Y,111.0,00:06:03,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1388,Joe,2021-01-25,14:34:05,Admin Support,Y,Y,56.0,00:03:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1389,Dan,2021-01-25,15:04:19,Contract related,Y,Y,78.0,00:05:10,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1390,Stewart,2021-01-25,15:04:19,Streaming,Y,Y,15.0,00:02:10,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1391,Becky,2021-01-25,15:05:46,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1392,Martha,2021-01-25,15:05:46,Streaming,Y,Y,50.0,00:00:32,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1393,Dan,2021-01-25,15:20:10,Streaming,Y,Y,53.0,00:03:48,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1394,Joe,2021-01-25,15:20:10,Technical Support,Y,Y,106.0,00:06:35,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1395,Diane,2021-01-25,15:51:50,Admin Support,Y,Y,44.0,00:05:57,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1396,Becky,2021-01-25,15:51:50,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1397,Greg,2021-01-25,15:53:17,Admin Support,Y,Y,31.0,00:04:53,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1398,Joe,2021-01-25,15:53:17,Admin Support,Y,Y,41.0,00:05:02,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1399,Becky,2021-01-25,16:13:26,Streaming,Y,Y,109.0,00:05:46,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1400,Martha,2021-01-25,16:13:26,Admin Support,Y,Y,13.0,00:01:09,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1401,Diane,2021-01-25,17:32:38,Payment related,Y,Y,19.0,00:06:38,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1402,Stewart,2021-01-25,17:32:38,Contract related,Y,Y,76.0,00:05:44,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1403,Becky,2021-01-26,09:05:46,Contract related,Y,Y,86.0,00:01:02,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1404,Martha,2021-01-26,09:05:46,Contract related,Y,Y,63.0,00:02:25,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1405,Dan,2021-01-26,09:30:14,Payment related,Y,Y,113.0,00:00:51,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1406,Greg,2021-01-26,09:30:14,Admin Support,Y,Y,84.0,00:01:17,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1407,Jim,2021-01-26,09:41:46,Admin Support,Y,N,41.0,00:03:26,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1408,Becky,2021-01-26,09:41:46,Payment related,Y,Y,13.0,00:03:53,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1409,Stewart,2021-01-26,09:51:50,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1410,Jim,2021-01-26,09:51:50,Payment related,Y,Y,79.0,00:02:50,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1411,Diane,2021-01-26,10:27:50,Contract related,Y,Y,103.0,00:02:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1412,Diane,2021-01-26,10:27:50,Contract related,Y,Y,68.0,00:02:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1413,Diane,2021-01-26,10:40:48,Contract related,Y,Y,57.0,00:05:29,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1414,Stewart,2021-01-26,10:40:48,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1415,Diane,2021-01-26,10:50:53,Payment related,Y,Y,72.0,00:01:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1416,Stewart,2021-01-26,10:50:53,Streaming,Y,Y,53.0,00:05:52,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1417,Becky,2021-01-26,10:52:19,Contract related,Y,Y,16.0,00:03:35,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1418,Becky,2021-01-26,10:52:19,Technical Support,Y,Y,77.0,00:01:42,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1419,Dan,2021-01-26,10:59:31,Payment related,Y,Y,68.0,00:06:48,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1420,Dan,2021-01-26,10:59:31,Streaming,Y,Y,50.0,00:02:46,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1421,Joe,2021-01-26,11:19:41,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1422,Dan,2021-01-26,11:19:41,Payment related,Y,Y,68.0,00:05:16,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1423,Diane,2021-01-26,11:47:02,Streaming,Y,Y,39.0,00:03:52,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1424,Diane,2021-01-26,11:47:02,Contract related,Y,Y,78.0,00:06:35,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1425,Diane,2021-01-26,12:48:58,Streaming,Y,Y,106.0,00:01:52,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1426,Becky,2021-01-26,12:48:58,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1427,Dan,2021-01-26,12:50:24,Admin Support,Y,Y,66.0,00:00:44,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1428,Greg,2021-01-26,12:50:24,Technical Support,Y,Y,120.0,00:04:21,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1429,Stewart,2021-01-26,12:56:10,Streaming,Y,Y,115.0,00:02:27,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1430,Stewart,2021-01-26,12:56:10,Payment related,Y,Y,28.0,00:04:37,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1431,Dan,2021-01-26,13:04:48,Streaming,Y,Y,57.0,00:01:30,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1432,Diane,2021-01-26,13:04:48,Streaming,Y,Y,110.0,00:05:17,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1433,Dan,2021-01-26,13:04:48,Technical Support,Y,Y,103.0,00:02:51,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1434,Jim,2021-01-26,13:04:48,Technical Support,Y,Y,94.0,00:06:12,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1435,Jim,2021-01-26,14:08:10,Streaming,Y,Y,61.0,00:04:47,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1436,Stewart,2021-01-26,14:08:10,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1437,Jim,2021-01-26,14:18:14,Streaming,Y,Y,77.0,00:04:26,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1438,Greg,2021-01-26,14:18:14,Contract related,Y,Y,56.0,00:03:44,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1439,Diane,2021-01-26,14:26:53,Admin Support,Y,Y,65.0,00:06:42,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1440,Becky,2021-01-26,14:26:53,Technical Support,Y,Y,99.0,00:05:42,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1441,Diane,2021-01-26,14:51:22,Admin Support,Y,Y,40.0,00:04:48,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1442,Stewart,2021-01-26,14:51:22,Payment related,Y,Y,110.0,00:05:20,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1443,Diane,2021-01-26,15:15:50,Admin Support,Y,Y,109.0,00:00:52,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1444,Martha,2021-01-26,15:15:50,Contract related,Y,Y,116.0,00:05:08,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1445,Martha,2021-01-26,15:21:36,Streaming,Y,Y,82.0,00:02:18,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1446,Greg,2021-01-26,15:21:36,Contract related,Y,Y,65.0,00:02:29,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1447,Dan,2021-01-26,15:25:55,Contract related,Y,Y,24.0,00:03:29,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1448,Diane,2021-01-26,15:25:55,Payment related,Y,Y,125.0,00:01:22,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1449,Greg,2021-01-26,15:28:48,Admin Support,Y,Y,87.0,00:01:04,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID1450,Jim,2021-01-26,15:28:48,Streaming,Y,Y,119.0,00:00:43,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1451,Diane,2021-01-26,15:30:14,Contract related,Y,Y,94.0,00:00:46,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1452,Dan,2021-01-26,15:30:14,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1453,Dan,2021-01-26,15:37:26,Payment related,Y,Y,19.0,00:05:37,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1454,Dan,2021-01-26,15:37:26,Contract related,Y,Y,68.0,00:02:44,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1455,Joe,2021-01-26,16:00:29,Payment related,Y,Y,36.0,00:06:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1456,Martha,2021-01-26,16:00:29,Payment related,Y,Y,50.0,00:01:06,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID1457,Becky,2021-01-26,16:06:14,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID1458,Greg,2021-01-26,16:06:14,Contract related,Y,Y,60.0,00:02:14,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1459,Becky,2021-01-26,17:18:14,Contract related,Y,Y,38.0,00:06:58,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1460,Becky,2021-01-26,17:18:14,Contract related,Y,Y,115.0,00:06:15,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID1461,Dan,2021-01-26,17:52:48,Streaming,Y,Y,82.0,00:06:37,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID1462,Jim,2021-01-26,17:52:48,Technical Support,Y,Y,34.0,00:04:18,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID1463,Diane,2021-01-27,09:10:05,Streaming,Y,Y,95.0,00:02:55,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
